Season,Episode,Part,Length,Date,Doc1,Doc2,Doc3,Doc4,Doc5,Doc6,Doc7,Doc8,Doc9,Doc10,Doc11,Doc12,Doc13,Title,Title (temp),,
16,498,3,25,1979-01-06,0,0,0,y,0,0,0,0,0,0,0,0,0,The Power of Kroll,0,,
16,499,4,25,1979-01-13,0,0,0,y,0,0,0,0,0,0,0,0,0,The Power of Kroll,0,,
16,500,1,25,1979-01-20,0,0,0,y,0,0,0,0,0,0,0,0,0,The Armageddon Factor,The Armageddon Factor,,
16,501,2,25,1979-01-27,0,0,0,y,0,0,0,0,0,0,0,0,0,The Armageddon Factor,0,,
16,502,3,25,1979-02-03,0,0,0,y,0,0,0,0,0,0,0,0,0,The Armageddon Factor,0,,
16,503,4,25,1979-02-10,0,0,0,y,0,0,0,0,0,0,0,0,0,The Armageddon Factor,0,,
16,504,5,25,1979-02-17,0,0,0,y,0,0,0,0,0,0,0,0,0,The Armageddon Factor,0,,
16,505,6,25,1979-02-24,0,0,0,y,0,0,0,0,0,0,0,0,0,The Armageddon Factor,0,,
17,506,1,25,1979-09-01,0,0,0,y,0,0,0,0,0,0,0,0,0,Destiny of the Daleks,Destiny of the Daleks,,
17,507,2,25,1979-09-08,0,0,0,y,0,0,0,0,0,0,0,0,0,Destiny of the Daleks,0,,
17,508,3,25,1979-09-15,0,0,0,y,0,0,0,0,0,0,0,0,0,Destiny of the Daleks,0,,
17,509,4,25,1979-09-22,0,0,0,y,0,0,0,0,0,0,0,0,0,Destiny of the Daleks,0,,
17,510,1,25,1979-09-29,0,0,0,y,0,0,0,0,0,0,0,0,0,City of Death,City of Death,,
17,511,2,25,1979-10-06,0,0,0,y,0,0,0,0,0,0,0,0,0,City of Death,0,,
17,512,3,25,1979-10-13,0,0,0,y,0,0,0,0,0,0,0,0,0,City of Death,0,,
17,513,4,25,1979-10-20,0,0,0,y,0,0,0,0,0,0,0,0,0,City of Death,0,,
17,514,1,25,1979-10-27,0,0,0,y,0,0,0,0,0,0,0,0,0,The Creature from the Pit,The Creature from the Pit,,
17,515,2,25,1979-11-03,0,0,0,y,0,0,0,0,0,0,0,0,0,The Creature from the Pit,0,,
17,516,3,25,1979-11-10,0,0,0,y,0,0,0,0,0,0,0,0,0,The Creature from the Pit,0,,
17,517,4,25,1979-11-17,0,0,0,y,0,0,0,0,0,0,0,0,0,The Creature from the Pit,0,,
17,518,1,25,1979-11-24,0,0,0,y,0,0,0,0,0,0,0,0,0,Nightmare of Eden,Nightmare of Eden,,
17,519,2,25,1979-12-01,0,0,0,y,0,0,0,0,0,0,0,0,0,Nightmare of Eden,0,,
17,520,3,25,1979-12-08,0,0,0,y,0,0,0,0,0,0,0,0,0,Nightmare of Eden,0,,
17,521,4,25,1979-12-15,0,0,0,y,0,0,0,0,0,0,0,0,0,Nightmare of Eden,0,,
17,522,1,25,1979-12-22,0,0,0,y,0,0,0,0,0,0,0,0,0,The Horns of Nimon,The Horns of Nimon,,
17,523,2,25,1979-12-29,0,0,0,y,0,0,0,0,0,0,0,0,0,The Horns of Nimon,0,,
17,524,3,25,1980-01-05,0,0,0,y,0,0,0,0,0,0,0,0,0,The Horns of Nimon,0,,
17,525,4,25,1980-01-12,0,0,0,y,0,0,0,0,0,0,0,0,0,The Horns of Nimon,0,,
17,-,1,0,1899-12-30,0,0,0,y,0,0,0,0,0,0,0,0,0,Shada,Shada,,
17,-,2,0,1899-12-30,0,0,0,y,0,0,0,0,0,0,0,0,0,Shada,0,,
17,-,3,0,1899-12-30,0,0,0,y,0,0,0,0,0,0,0,0,0,Shada,0,,
17,-,4,0,1899-12-30,0,0,0,y,0,0,0,0,0,0,0,0,0,Shada,0,,
17,-,5,0,1899-12-30,0,0,0,y,0,0,0,0,0,0,0,0,0,Shada,0,,
17,-,6,0,1899-12-30,0,0,0,y,0,0,0,0,0,0,0,0,0,Shada,0,,
18,526,1,25,1980-08-30,0,0,0,y,0,0,0,0,0,0,0,0,0,The Leisure Hive,The Leisure Hive,,
18,527,2,25,1980-09-06,0,0,0,y,0,0,0,0,0,0,0,0,0,The Leisure Hive,0,,
18,528,3,25,1980-09-13,0,0,0,y,0,0,0,0,0,0,0,0,0,The Leisure Hive,0,,
18,529,4,25,1980-09-20,0,0,0,y,0,0,0,0,0,0,0,0,0,The Leisure Hive,0,,
18,530,1,25,1980-09-27,0,0,0,y,0,0,0,0,0,0,0,0,0,Meglos,Meglos,,
18,531,2,25,1980-10-04,0,0,0,y,0,0,0,0,0,0,0,0,0,Meglos,0,,
18,532,3,25,1980-10-11,0,0,0,y,0,0,0,0,0,0,0,0,0,Meglos,0,,
18,533,4,25,1980-10-18,0,0,0,y,0,0,0,0,0,0,0,0,0,Meglos,0,,
18,534,1,25,1980-10-25,0,0,0,y,0,0,0,0,0,0,0,0,0,Full Circle,Full Circle,,
18,535,2,25,1980-11-01,0,0,0,y,0,0,0,0,0,0,0,0,0,Full Circle,0,,
18,536,3,25,1980-11-08,0,0,0,y,0,0,0,0,0,0,0,0,0,Full Circle,0,,
18,537,4,25,1980-11-15,0,0,0,y,0,0,0,0,0,0,0,0,0,Full Circle,0,,
18,538,1,25,1980-11-22,0,0,0,y,0,0,0,0,0,0,0,0,0,State of Decay,State of Decay,,
18,539,2,25,1980-11-29,0,0,0,y,0,0,0,0,0,0,0,0,0,State of Decay,0,,
18,540,3,25,1980-12-06,0,0,0,y,0,0,0,0,0,0,0,0,0,State of Decay,0,,
18,541,4,25,1980-12-13,0,0,0,y,0,0,0,0,0,0,0,0,0,State of Decay,0,,
18,542,1,25,1981-01-03,0,0,0,y,0,0,0,0,0,0,0,0,0,'Warriors'' Gate','Warriors'' Gate',,
18,543,2,25,1981-01-10,0,0,0,y,0,0,0,0,0,0,0,0,0,'Warriors'' Gate',0,,
18,544,3,25,1981-01-17,0,0,0,y,0,0,0,0,0,0,0,0,0,'Warriors'' Gate',0,,
18,545,4,25,1981-01-24,0,0,0,y,0,0,0,0,0,0,0,0,0,'Warriors'' Gate',0,,
18,546,1,25,1981-01-31,0,0,0,y,0,0,0,0,0,0,0,0,0,The Keeper of Traken,The Keeper of Traken,,
18,547,2,25,1981-02-07,0,0,0,y,0,0,0,0,0,0,0,0,0,The Keeper of Traken,0,,
18,548,3,25,1981-02-14,0,0,0,y,0,0,0,0,0,0,0,0,0,The Keeper of Traken,0,,
18,549,4,25,1981-02-21,0,0,0,y,0,0,0,0,0,0,0,0,0,The Keeper of Traken,0,,
18,550,1,25,1981-02-28,0,0,0,y,0,0,0,0,0,0,0,0,0,Logopolis,Logopolis,,
18,551,2,25,1981-03-07,0,0,0,y,0,0,0,0,0,0,0,0,0,Logopolis,0,,
18,552,3,25,1981-03-14,0,0,0,y,0,0,0,0,0,0,0,0,0,Logopolis,0,,
18,553,4,25,1981-03-21,0,0,0,y,y,0,0,0,0,0,0,0,0,Logopolis,0,,
19,554,1,25,1982-01-04,0,0,0,0,y,0,0,0,0,0,0,0,0,Castrovalva,Castrovalva,,
19,555,2,25,1982-01-05,0,0,0,0,y,0,0,0,0,0,0,0,0,Castrovalva,0,,
19,556,3,25,1982-01-11,0,0,0,0,y,0,0,0,0,0,0,0,0,Castrovalva,0,,
19,557,4,25,1982-01-12,0,0,0,0,y,0,0,0,0,0,0,0,0,Castrovalva,0,,
19,558,1,25,1982-01-18,0,0,0,0,y,0,0,0,0,0,0,0,0,Four to Doomsday,Four to Doomsday,,
19,559,2,25,1982-01-19,0,0,0,0,y,0,0,0,0,0,0,0,0,Four to Doomsday,0,,
19,560,3,25,1982-01-25,0,0,0,0,y,0,0,0,0,0,0,0,0,Four to Doomsday,0,,
19,561,4,25,1982-01-26,0,0,0,0,y,0,0,0,0,0,0,0,0,Four to Doomsday,0,,
19,562,1,25,1982-02-01,0,0,0,0,y,0,0,0,0,0,0,0,0,Kinda,Kinda,,
19,563,2,25,1982-02-02,0,0,0,0,y,0,0,0,0,0,0,0,0,Kinda,0,,
19,564,3,25,1982-02-08,0,0,0,0,y,0,0,0,0,0,0,0,0,Kinda,0,,
19,565,4,25,1982-02-09,0,0,0,0,y,0,0,0,0,0,0,0,0,Kinda,0,,
19,566,1,25,1982-02-15,0,0,0,0,y,0,0,0,0,0,0,0,0,The Visitation,The Visitation,,
19,567,2,25,1982-02-16,0,0,0,0,y,0,0,0,0,0,0,0,0,The Visitation,0,,
19,568,3,25,1982-02-22,0,0,0,0,y,0,0,0,0,0,0,0,0,The Visitation,0,,
19,569,4,25,1982-02-23,0,0,0,0,y,0,0,0,0,0,0,0,0,The Visitation,0,,
19,570,1,25,1982-03-01,0,0,0,0,y,0,0,0,0,0,0,0,0,Black Orchid,Black Orchid,,
19,571,2,25,1982-03-02,0,0,0,0,y,0,0,0,0,0,0,0,0,Black Orchid,0,,
19,572,1,25,1982-03-08,0,0,0,0,y,0,0,0,0,0,0,0,0,Earthshock,Earthshock,,
19,573,2,25,1982-03-09,0,0,0,0,y,0,0,0,0,0,0,0,0,Earthshock,0,,
19,574,3,25,1982-03-15,0,0,0,0,y,0,0,0,0,0,0,0,0,Earthshock,0,,
19,575,4,25,1982-03-16,0,0,0,0,y,0,0,0,0,0,0,0,0,Earthshock,0,,
19,576,1,25,1982-03-22,0,0,0,0,y,0,0,0,0,0,0,0,0,Time-Flight,Time-Flight,,
19,577,2,25,1982-03-23,0,0,0,0,y,0,0,0,0,0,0,0,0,Time-Flight,0,,
19,578,3,25,1982-03-29,0,0,0,0,y,0,0,0,0,0,0,0,0,Time-Flight,0,,
19,579,4,25,1982-03-30,0,0,0,0,y,0,0,0,0,0,0,0,0,Time-Flight,0,,
20,580,1,25,1983-01-03,0,0,0,0,y,0,0,0,0,0,0,0,0,Arc of Infinity,Arc of Infinity,,
20,581,2,25,1983-01-05,0,0,0,0,y,0,0,0,0,0,0,0,0,Arc of Infinity,0,,
20,582,3,25,1983-01-11,0,0,0,0,y,0,0,0,0,0,0,0,0,Arc of Infinity,0,,
20,583,4,25,1983-01-12,0,0,0,0,y,0,0,0,0,0,0,0,0,Arc of Infinity,0,,
20,584,1,25,1983-01-18,0,0,0,0,y,0,0,0,0,0,0,0,0,Snakedance,Snakedance,,
20,585,2,25,1983-01-19,0,0,0,0,y,0,0,0,0,0,0,0,0,Snakedance,0,,
20,586,3,25,1983-01-25,0,0,0,0,y,0,0,0,0,0,0,0,0,Snakedance,0,,
20,587,4,25,1983-01-26,0,0,0,0,y,0,0,0,0,0,0,0,0,Snakedance,0,,
20,588,1,25,1983-02-01,0,0,0,0,y,0,0,0,0,0,0,0,0,Mawdryn Undead,Mawdryn Undead,,
20,589,2,25,1983-02-02,0,0,0,0,y,0,0,0,0,0,0,0,0,Mawdryn Undead,0,,
20,590,3,25,1983-02-08,0,0,0,0,y,0,0,0,0,0,0,0,0,Mawdryn Undead,0,,
20,591,4,25,1983-02-09,0,0,0,0,y,0,0,0,0,0,0,0,0,Mawdryn Undead,0,,
20,592,1,25,1983-02-15,0,0,0,0,y,0,0,0,0,0,0,0,0,Terminus,Terminus,,
20,593,2,25,1983-02-16,0,0,0,0,y,0,0,0,0,0,0,0,0,Terminus,0,,
20,594,3,25,1983-02-22,0,0,0,0,y,0,0,0,0,0,0,0,0,Terminus,0,,
20,595,4,25,1983-02-23,0,0,0,0,y,0,0,0,0,0,0,0,0,Terminus,0,,
20,596,1,25,1983-03-01,0,0,0,0,y,0,0,0,0,0,0,0,0,Enlightenment,Enlightenment,,
20,597,2,25,1983-03-02,0,0,0,0,y,0,0,0,0,0,0,0,0,Enlightenment,0,,
20,598,3,25,1983-03-08,0,0,0,0,y,0,0,0,0,0,0,0,0,Enlightenment,0,,
20,599,4,25,1983-03-09,0,0,0,0,y,0,0,0,0,0,0,0,0,Enlightenment,0,,
20,600,1,25,1983-03-15,0,0,0,0,y,0,0,0,0,0,0,0,0,'The King''s Demons','The King''s Demons',,
20,601,2,25,1983-03-16,0,0,0,0,y,0,0,0,0,0,0,0,0,'The King''s Demons',0,,
20,602,1,90,1983-11-25,y,y,y,y,y,0,0,0,0,0,0,0,0,The Five Doctors,The Five Doctors,,
21,603,1,25,1984-01-05,0,0,0,0,y,0,0,0,0,0,0,0,0,Warriors of the Deep,Warriors of the Deep,,
21,604,2,25,1984-01-06,0,0,0,0,y,0,0,0,0,0,0,0,0,Warriors of the Deep,0,,
21,605,3,25,1984-01-12,0,0,0,0,y,0,0,0,0,0,0,0,0,Warriors of the Deep,0,,
21,606,4,25,1984-01-13,0,0,0,0,y,0,0,0,0,0,0,0,0,Warriors of the Deep,0,,
21,607,1,25,1984-01-19,0,0,0,0,y,0,0,0,0,0,0,0,0,The Awakening,The Awakening,,
21,608,2,25,1984-01-20,0,0,0,0,y,0,0,0,0,0,0,0,0,The Awakening,0,,
21,609,1,25,1984-01-26,0,0,0,0,y,0,0,0,0,0,0,0,0,Frontios,Frontios,,
21,610,2,25,1984-01-27,0,0,0,0,y,0,0,0,0,0,0,0,0,Frontios,0,,
21,611,3,25,1984-02-02,0,0,0,0,y,0,0,0,0,0,0,0,0,Frontios,0,,
21,612,4,25,1984-02-03,0,0,0,0,y,0,0,0,0,0,0,0,0,Frontios,0,,
21,613,1,45,1984-02-08,0,0,0,0,y,0,0,0,0,0,0,0,0,Resurrection of the Daleks,Resurrection of the Daleks,,
21,614,2,45,1984-02-15,0,0,0,0,y,0,0,0,0,0,0,0,0,Resurrection of the Daleks,0,,
21,615,1,25,1984-02-23,0,0,0,0,y,0,0,0,0,0,0,0,0,Planet of Fire,Planet of Fire,,
21,616,2,25,1984-02-24,0,0,0,0,y,0,0,0,0,0,0,0,0,Planet of Fire,0,,
21,617,3,25,1984-03-01,0,0,0,0,y,0,0,0,0,0,0,0,0,Planet of Fire,0,,
21,618,4,25,1984-03-02,0,0,0,0,y,0,0,0,0,0,0,0,0,Planet of Fire,0,,
21,619,1,25,1984-03-08,0,0,0,0,y,0,0,0,0,0,0,0,0,The Caves of Androzani,The Caves of Androzani,,
21,620,2,25,1984-03-09,0,0,0,0,y,0,0,0,0,0,0,0,0,The Caves of Androzani,0,,
21,621,3,25,1984-03-15,0,0,0,0,y,0,0,0,0,0,0,0,0,The Caves of Androzani,0,,
21,622,4,25,1984-03-16,0,0,0,0,y,y,0,0,0,0,0,0,0,The Caves of Androzani,0,,
21,623,1,25,1984-03-22,0,0,0,0,0,y,0,0,0,0,0,0,0,The Twin Dilemma,The Twin Dilemma,,
21,624,2,25,1984-03-23,0,0,0,0,0,y,0,0,0,0,0,0,0,The Twin Dilemma,0,,
21,625,3,25,1984-03-29,0,0,0,0,0,y,0,0,0,0,0,0,0,The Twin Dilemma,0,,
21,626,4,25,1984-03-30,0,0,0,0,0,y,0,0,0,0,0,0,0,The Twin Dilemma,0,,
22,627,1,45,1985-01-05,0,0,0,0,0,y,0,0,0,0,0,0,0,Attack of the Cybermen,Attack of the Cybermen,,
22,628,2,45,1985-01-12,0,0,0,0,0,y,0,0,0,0,0,0,0,Attack of the Cybermen,0,,
22,629,1,45,1985-01-19,0,0,0,0,0,y,0,0,0,0,0,0,0,Vengeance on Varos,Vengeance on Varos,,
22,630,2,45,1985-01-26,0,0,0,0,0,y,0,0,0,0,0,0,0,Vengeance on Varos,0,,
22,631,1,45,1985-02-02,0,0,0,0,0,y,0,0,0,0,0,0,0,The Mark of the Rani,The Mark of the Rani,,
22,632,2,45,1985-02-09,0,0,0,0,0,y,0,0,0,0,0,0,0,The Mark of the Rani,0,,
22,633,1,45,1985-02-16,0,y,0,0,0,y,0,0,0,0,0,0,0,The Two Doctors,The Two Doctors,,
22,634,2,45,1985-02-23,0,y,0,0,0,y,0,0,0,0,0,0,0,The Two Doctors,0,,
22,635,3,45,1985-03-02,0,y,0,0,0,y,0,0,0,0,0,0,0,The Two Doctors,0,,
22,636,1,45,1985-03-09,0,0,0,0,0,y,0,0,0,0,0,0,0,Timelash,Timelash,,
22,637,2,45,1985-03-16,0,0,0,0,0,y,0,0,0,0,0,0,0,Timelash,0,,
22,638,1,45,1985-03-23,0,0,0,0,0,y,0,0,0,0,0,0,0,Revelation of the Daleks,Revelation of the Daleks,,
22,639,2,45,1985-03-30,0,0,0,0,0,y,0,0,0,0,0,0,0,Revelation of the Daleks,0,,
23,640,1,25,1986-09-06,0,0,0,0,0,y,0,0,0,0,0,0,0,The Mysterious Planet,The Mysterious Planet,,
23,641,2,25,1986-09-13,0,0,0,0,0,y,0,0,0,0,0,0,0,The Mysterious Planet,0,,
23,642,3,25,1986-09-20,0,0,0,0,0,y,0,0,0,0,0,0,0,The Mysterious Planet,0,,
23,643,4,25,1986-09-27,0,0,0,0,0,y,0,0,0,0,0,0,0,The Mysterious Planet,0,,
23,644,1,25,1986-10-04,0,0,0,0,0,y,0,0,0,0,0,0,0,Mindwarp,Mindwarp,,
23,645,2,25,1986-10-11,0,0,0,0,0,y,0,0,0,0,0,0,0,Mindwarp,0,,
23,646,3,25,1986-10-18,0,0,0,0,0,y,0,0,0,0,0,0,0,Mindwarp,0,,
23,647,4,25,1986-10-25,0,0,0,0,0,y,0,0,0,0,0,0,0,Mindwarp,0,,
23,648,1,25,1986-11-01,0,0,0,0,0,y,0,0,0,0,0,0,0,Terror of the Vervoids,Terror of the Vervoids,,
23,649,2,25,1986-11-08,0,0,0,0,0,y,0,0,0,0,0,0,0,Terror of the Vervoids,0,,
23,650,3,25,1986-11-15,0,0,0,0,0,y,0,0,0,0,0,0,0,Terror of the Vervoids,0,,
23,651,4,25,1986-11-22,0,0,0,0,0,y,0,0,0,0,0,0,0,Terror of the Vervoids,0,,
23,652,1,25,1986-11-29,0,0,0,0,0,y,0,0,0,0,0,0,0,The Ultimate Foe,The Ultimate Foe,,
23,653,2,30,1986-12-06,0,0,0,0,0,y,0,0,0,0,0,0,0,The Ultimate Foe,0,,
24,654,1,25,1987-09-07,0,0,0,0,0,y,y,0,0,0,0,0,0,Time and the Rani ,Time and the Rani ,,
24,655,2,25,1987-09-14,0,0,0,0,0,0,y,0,0,0,0,0,0,Time and the Rani ,0,,
24,656,3,25,1987-09-21,0,0,0,0,0,0,y,0,0,0,0,0,0,Time and the Rani ,0,,
24,657,4,25,1987-09-28,0,0,0,0,0,0,y,0,0,0,0,0,0,Time and the Rani ,0,,
24,658,1,25,1987-10-05,0,0,0,0,0,0,y,0,0,0,0,0,0,Paradise Towers ,Paradise Towers ,,
24,659,2,25,1987-10-12,0,0,0,0,0,0,y,0,0,0,0,0,0,Paradise Towers ,0,,
24,660,3,25,1987-10-19,0,0,0,0,0,0,y,0,0,0,0,0,0,Paradise Towers ,0,,
24,661,4,25,1987-10-26,0,0,0,0,0,0,y,0,0,0,0,0,0,Paradise Towers ,0,,
24,662,1,25,1987-11-02,0,0,0,0,0,0,y,0,0,0,0,0,0,Delta and the Bannermen ,Delta and the Bannermen ,,
24,663,2,25,1987-11-09,0,0,0,0,0,0,y,0,0,0,0,0,0,Delta and the Bannermen ,0,,
24,664,3,25,1987-11-16,0,0,0,0,0,0,y,0,0,0,0,0,0,Delta and the Bannermen ,0,,
24,665,1,25,1987-11-23,0,0,0,0,0,0,y,0,0,0,0,0,0,Dragonfire ,Dragonfire ,,
24,666,2,25,1987-11-30,0,0,0,0,0,0,y,0,0,0,0,0,0,Dragonfire ,0,,
24,667,3,25,1987-12-07,0,0,0,0,0,0,y,0,0,0,0,0,0,Dragonfire ,0,,
25,668,1,25,1988-10-05,0,0,0,0,0,0,y,0,0,0,0,0,0,Remembrance of the Daleks ,Remembrance of the Daleks ,,
25,669,2,25,1988-10-12,0,0,0,0,0,0,y,0,0,0,0,0,0,Remembrance of the Daleks ,0,,
25,670,3,25,1988-10-19,0,0,0,0,0,0,y,0,0,0,0,0,0,Remembrance of the Daleks ,0,,
25,671,4,25,1988-10-26,0,0,0,0,0,0,y,0,0,0,0,0,0,Remembrance of the Daleks ,0,,
25,672,1,25,1988-11-02,0,0,0,0,0,0,y,0,0,0,0,0,0,The Happiness Patrol ,The Happiness Patrol ,,
25,673,2,25,1988-11-09,0,0,0,0,0,0,y,0,0,0,0,0,0,The Happiness Patrol ,0,,
25,674,3,25,1988-11-16,0,0,0,0,0,0,y,0,0,0,0,0,0,The Happiness Patrol ,0,,
25,675,1,25,1988-11-23,0,0,0,0,0,0,y,0,0,0,0,0,0,Silver Nemesis ,Silver Nemesis ,,
25,676,2,25,1988-11-30,0,0,0,0,0,0,y,0,0,0,0,0,0,Silver Nemesis ,0,,
25,677,3,25,1988-12-07,0,0,0,0,0,0,y,0,0,0,0,0,0,Silver Nemesis ,0,,
25,678,1,25,1988-12-14,0,0,0,0,0,0,y,0,0,0,0,0,0,The Greatest Show in the Galaxy ,The Greatest Show in the Galaxy ,,
25,679,2,25,1988-12-21,0,0,0,0,0,0,y,0,0,0,0,0,0,The Greatest Show in the Galaxy ,0,,
25,680,3,25,1988-12-28,0,0,0,0,0,0,y,0,0,0,0,0,0,The Greatest Show in the Galaxy ,0,,
25,681,4,25,1989-01-04,0,0,0,0,0,0,y,0,0,0,0,0,0,The Greatest Show in the Galaxy ,0,,
26,682,1,25,1989-09-06,0,0,0,0,0,0,y,0,0,0,0,0,0,Battlefield ,Battlefield ,,
26,683,2,25,1989-09-13,0,0,0,0,0,0,y,0,0,0,0,0,0,Battlefield ,0,,
26,684,3,25,1989-09-20,0,0,0,0,0,0,y,0,0,0,0,0,0,Battlefield ,0,,
26,685,4,25,1989-09-27,0,0,0,0,0,0,y,0,0,0,0,0,0,Battlefield ,0,,
26,686,1,25,1989-10-04,0,0,0,0,0,0,y,0,0,0,0,0,0,Ghost Light ,Ghost Light ,,
26,687,2,25,1989-10-11,0,0,0,0,0,0,y,0,0,0,0,0,0,Ghost Light ,0,,
26,688,3,25,1989-10-18,0,0,0,0,0,0,y,0,0,0,0,0,0,Ghost Light ,0,,
26,689,1,25,1989-10-25,0,0,0,0,0,0,y,0,0,0,0,0,0,The Curse of Fenric ,The Curse of Fenric ,,
26,690,2,25,1989-11-01,0,0,0,0,0,0,y,0,0,0,0,0,0,The Curse of Fenric ,0,,
26,691,3,25,1989-11-08,0,0,0,0,0,0,y,0,0,0,0,0,0,The Curse of Fenric ,0,,
26,692,4,25,1989-11-15,0,0,0,0,0,0,y,0,0,0,0,0,0,The Curse of Fenric ,0,,
26,693,1,25,1989-11-22,0,0,0,0,0,0,y,0,0,0,0,0,0,Survival ,Survival ,,
26,694,2,25,1989-11-29,0,0,0,0,0,0,y,0,0,0,0,0,0,Survival ,0,,
26,695,3,25,1989-12-06,0,0,0,0,0,0,y,0,0,0,0,0,0,Survival ,0,,
#VALUE!,696,1,89,1996-05-27,0,0,0,0,0,0,y,y,0,0,0,0,0,Doctor Who,Doctor Who,,
1,697,1,45,2005-03-26,0,0,0,0,0,0,0,0,y,0,0,0,0,Rose,Rose,,
1,698,1,45,2005-04-02,0,0,0,0,0,0,0,0,y,0,0,0,0,The End of the World,The End of the World,,
1,699,1,45,2005-04-09,0,0,0,0,0,0,0,0,y,0,0,0,0,The Unquiet Dead,The Unquiet Dead,,
1,700,1,45,2005-04-16,0,0,0,0,0,0,0,0,y,0,0,0,0,Aliens of London,Aliens of London,,
1,701,2,45,2005-04-23,0,0,0,0,0,0,0,0,y,0,0,0,0,World War Three,World War Three,,
1,702,1,45,2005-04-30,0,0,0,0,0,0,0,0,y,0,0,0,0,Dalek,Dalek,,
1,703,1,45,2005-05-07,0,0,0,0,0,0,0,0,y,0,0,0,0,The Long Game,The Long Game,,
1,704,1,45,2005-05-14,0,0,0,0,0,0,0,0,y,0,0,0,0,'Father''s Day','Father''s Day',,
1,705,1,45,2005-05-21,0,0,0,0,0,0,0,0,y,0,0,0,0,The Empty Child,The Empty Child,,
1,706,2,45,2005-05-28,0,0,0,0,0,0,0,0,y,0,0,0,0,The Doctor Dances,The Doctor Dances,,
1,707,1,45,2005-06-04,0,0,0,0,0,0,0,0,y,0,0,0,0,Boom Town,Boom Town,,
1,708,1,45,2005-06-11,0,0,0,0,0,0,0,0,y,0,0,0,0,Bad Wolf,Bad Wolf,,
1,709,2,45,2005-06-18,0,0,0,0,0,0,0,0,y,y,0,0,0,The Parting of the Ways,The Parting of the Ways,,
#VALUE!,-,1,7,2005-11-18,0,0,0,0,0,0,0,0,0,y,0,0,0,Children in Need Special,Children in Need Special,,
2,710,1,60,2005-12-25,0,0,0,0,0,0,0,0,0,y,0,0,0,The Christmas Invasion,The Christmas Invasion,,
2,711,1,45,2006-04-15,0,0,0,0,0,0,0,0,0,y,0,0,0,New Earth,New Earth,,
2,712,1,45,2006-04-22,0,0,0,0,0,0,0,0,0,y,0,0,0,Tooth and Claw,Tooth and Claw,,
2,713,1,45,2006-04-29,0,0,0,0,0,0,0,0,0,y,0,0,0,School Reunion,School Reunion,,
2,714,1,45,2006-05-06,0,0,0,0,0,0,0,0,0,y,0,0,0,The Girl in the Fireplace,The Girl in the Fireplace,,
2,715,1,45,2006-05-13,0,0,0,0,0,0,0,0,0,y,0,0,0,Rise of the Cybermen,Rise of the Cybermen,,
2,716,2,45,2006-05-20,0,0,0,0,0,0,0,0,0,y,0,0,0,The Age of Steel,The Age of Steel,,
2,717,1,45,2006-05-17,0,0,0,0,0,0,0,0,0,y,0,0,0,'The Idiot''s Lantern','The Idiot''s Lantern',,
2,718,1,45,2006-06-03,0,0,0,0,0,0,0,0,0,y,0,0,0,The Impossible Planet,The Impossible Planet,,
2,719,2,45,2006-06-10,0,0,0,0,0,0,0,0,0,y,0,0,0,The Satan Pit,The Satan Pit,,
2,720,1,45,2006-06-17,0,0,0,0,0,0,0,0,0,y,0,0,0,Love & Monsters,Love & Monsters,,
2,721,1,45,2006-06-24,0,0,0,0,0,0,0,0,0,y,0,0,0,Fear Her,Fear Her,,
2,722,1,45,2006-07-01,0,0,0,0,0,0,0,0,0,y,0,0,0,Army of Ghosts,Army of Ghosts,,
2,723,2,45,2006-07-08,0,0,0,0,0,0,0,0,0,y,0,0,0,Doomsday,Doomsday,,
3,724,1,60,2006-12-25,0,0,0,0,0,0,0,0,0,y,0,0,0,The Runaway Bride ,The Runaway Bride ,,
3,725,1,45,2007-03-31,0,0,0,0,0,0,0,0,0,y,0,0,0,Smith and Jones,Smith and Jones,,
3,726,1,45,2007-04-07,0,0,0,0,0,0,0,0,0,y,0,0,0,The Shakespeare Code,The Shakespeare Code,,
3,727,1,45,2007-04-14,0,0,0,0,0,0,0,0,0,y,0,0,0,Gridlock,Gridlock,,
3,728,1,45,2007-04-21,0,0,0,0,0,0,0,0,0,y,0,0,0,Daleks in Manhattan,Daleks in Manhattan,,
3,729,2,45,2007-04-28,0,0,0,0,0,0,0,0,0,y,0,0,0,Evolution of the Daleks,Evolution of the Daleks,,
3,730,1,45,2007-05-05,0,0,0,0,0,0,0,0,0,y,0,0,0,The Lazarus Experiment,The Lazarus Experiment,,
3,731,1,45,2007-05-19,0,0,0,0,0,0,0,0,0,y,0,0,0,42,42,,
3,732,1,45,2007-05-26,0,0,0,0,0,0,0,0,0,y,0,0,0,Human Nature,Human Nature,,
3,733,2,45,2007-06-02,0,0,0,0,0,0,0,0,0,y,0,0,0,The Family of Blood,The Family of Blood,,
3,734,1,45,2007-06-09,0,0,0,0,0,0,0,0,0,y,0,0,0,Blink,Blink,,
3,735,1,45,2007-06-16,0,0,0,0,0,0,0,0,0,y,0,0,0,Utopia,Utopia,,
3,736,2,45,2007-06-23,0,0,0,0,0,0,0,0,0,y,0,0,0,The Sound of Drums,The Sound of Drums,,
3,737,3,51,2007-06-30,0,0,0,0,0,0,0,0,0,y,0,0,0,Last of the Time Lords,Last of the Time Lords,,
#VALUE!,-,1,45,2007-06-30,0,0,0,0,0,0,0,0,0,y,0,0,0,The Infinite Quest,The Infinite Quest,,
