Season,Episode,Part,Length,Date,Doc1,Doc2,Doc3,Doc4,Doc5,Doc6,Doc7,Doc8,Doc9,Doc10,Doc11,Doc12,Doc13,Title,Title (temp),,
6,247,4,25,1969-05-10,0,y,0,0,0,0,0,0,0,0,0,0,0,The War Games,0,,
6,248,5,25,1969-05-17,0,y,0,0,0,0,0,0,0,0,0,0,0,The War Games,0,,
6,249,6,25,1969-05-24,0,y,0,0,0,0,0,0,0,0,0,0,0,The War Games,0,,
6,250,7,25,1969-05-31,0,y,0,0,0,0,0,0,0,0,0,0,0,The War Games,0,,
6,251,8,25,1969-06-07,0,y,0,0,0,0,0,0,0,0,0,0,0,The War Games,0,,
6,252,9,25,1969-06-14,0,y,0,0,0,0,0,0,0,0,0,0,0,The War Games,0,,
6,253,10,25,1969-06-21,0,y,0,0,0,0,0,0,0,0,0,0,0,The War Games,0,,
7,254,1,25,1970-01-03,0,0,y,0,0,0,0,0,0,0,0,0,0,Spearhead from Space,Spearhead from Space,,
7,255,2,25,1970-01-10,0,0,y,0,0,0,0,0,0,0,0,0,0,Spearhead from Space,0,,
7,256,3,25,1970-01-17,0,0,y,0,0,0,0,0,0,0,0,0,0,Spearhead from Space,0,,
7,257,4,25,1970-01-24,0,0,y,0,0,0,0,0,0,0,0,0,0,Spearhead from Space,0,,
7,258,1,25,1970-01-31,0,0,y,0,0,0,0,0,0,0,0,0,0,The Silurians,The Silurians,,
7,259,2,25,1970-02-07,0,0,y,0,0,0,0,0,0,0,0,0,0,The Silurians,0,,
7,260,3,25,1970-02-14,0,0,y,0,0,0,0,0,0,0,0,0,0,The Silurians,0,,
7,261,4,25,1970-02-21,0,0,y,0,0,0,0,0,0,0,0,0,0,The Silurians,0,,
7,262,5,25,1970-02-28,0,0,y,0,0,0,0,0,0,0,0,0,0,The Silurians,0,,
7,263,6,25,1970-03-07,0,0,y,0,0,0,0,0,0,0,0,0,0,The Silurians,0,,
7,264,7,25,1970-03-14,0,0,y,0,0,0,0,0,0,0,0,0,0,The Silurians,0,,
7,265,1,25,1970-03-21,0,0,y,0,0,0,0,0,0,0,0,0,0,The Ambassadors of Death,The Ambassadors of Death,,
7,266,2,25,1970-03-28,0,0,y,0,0,0,0,0,0,0,0,0,0,The Ambassadors of Death,0,,
7,267,3,25,1970-04-04,0,0,y,0,0,0,0,0,0,0,0,0,0,The Ambassadors of Death,0,,
7,268,4,25,1970-04-11,0,0,y,0,0,0,0,0,0,0,0,0,0,The Ambassadors of Death,0,,
7,269,5,25,1970-04-18,0,0,y,0,0,0,0,0,0,0,0,0,0,The Ambassadors of Death,0,,
7,270,6,25,1970-04-25,0,0,y,0,0,0,0,0,0,0,0,0,0,The Ambassadors of Death,0,,
7,271,7,25,1970-05-02,0,0,y,0,0,0,0,0,0,0,0,0,0,The Ambassadors of Death,0,,
7,272,1,25,1970-05-09,0,0,y,0,0,0,0,0,0,0,0,0,0,Inferno,Inferno,,
7,273,2,25,1970-05-16,0,0,y,0,0,0,0,0,0,0,0,0,0,Inferno,0,,
7,274,3,25,1970-05-23,0,0,y,0,0,0,0,0,0,0,0,0,0,Inferno,0,,
7,275,4,25,1970-05-30,0,0,y,0,0,0,0,0,0,0,0,0,0,Inferno,0,,
7,276,5,25,1970-06-06,0,0,y,0,0,0,0,0,0,0,0,0,0,Inferno,0,,
7,277,6,25,1970-06-13,0,0,y,0,0,0,0,0,0,0,0,0,0,Inferno,0,,
7,278,7,25,1970-06-20,0,0,y,0,0,0,0,0,0,0,0,0,0,Inferno,0,,
8,279,1,25,1971-01-02,0,0,y,0,0,0,0,0,0,0,0,0,0,Terror of the Autons,Terror of the Autons,,
8,280,2,25,1971-01-09,0,0,y,0,0,0,0,0,0,0,0,0,0,Terror of the Autons,0,,
8,281,3,25,1971-01-16,0,0,y,0,0,0,0,0,0,0,0,0,0,Terror of the Autons,0,,
8,282,4,25,1971-01-23,0,0,y,0,0,0,0,0,0,0,0,0,0,Terror of the Autons,0,,
8,283,1,25,1971-01-30,0,0,y,0,0,0,0,0,0,0,0,0,0,The Mind of Evil,The Mind of Evil,,
8,284,2,25,1971-02-06,0,0,y,0,0,0,0,0,0,0,0,0,0,The Mind of Evil,0,,
8,285,3,25,1971-02-13,0,0,y,0,0,0,0,0,0,0,0,0,0,The Mind of Evil,0,,
8,286,4,25,1971-02-20,0,0,y,0,0,0,0,0,0,0,0,0,0,The Mind of Evil,0,,
8,287,5,25,1971-02-27,0,0,y,0,0,0,0,0,0,0,0,0,0,The Mind of Evil,0,,
8,288,6,25,1971-03-06,0,0,y,0,0,0,0,0,0,0,0,0,0,The Mind of Evil,0,,
8,289,1,25,1971-03-13,0,0,y,0,0,0,0,0,0,0,0,0,0,The Claws of Axos,The Claws of Axos,,
8,290,2,25,1971-03-20,0,0,y,0,0,0,0,0,0,0,0,0,0,The Claws of Axos,0,,
8,291,3,25,1971-03-27,0,0,y,0,0,0,0,0,0,0,0,0,0,The Claws of Axos,0,,
8,292,4,25,1971-04-03,0,0,y,0,0,0,0,0,0,0,0,0,0,The Claws of Axos,0,,
8,293,1,25,1971-04-10,0,0,y,0,0,0,0,0,0,0,0,0,0,Colony in Space,Colony in Space,,
8,294,2,25,1971-04-17,0,0,y,0,0,0,0,0,0,0,0,0,0,Colony in Space,0,,
8,295,3,25,1971-04-24,0,0,y,0,0,0,0,0,0,0,0,0,0,Colony in Space,0,,
8,296,4,25,1971-05-01,0,0,y,0,0,0,0,0,0,0,0,0,0,Colony in Space,0,,
8,297,5,25,1971-05-08,0,0,y,0,0,0,0,0,0,0,0,0,0,Colony in Space,0,,
8,298,6,25,1971-05-15,0,0,y,0,0,0,0,0,0,0,0,0,0,Colony in Space,0,,
8,299,1,25,1971-05-22,0,0,y,0,0,0,0,0,0,0,0,0,0,The Dæmons,The Dæmons,,
8,300,2,25,1971-05-29,0,0,y,0,0,0,0,0,0,0,0,0,0,The Dæmons,0,,
8,301,3,25,1971-06-05,0,0,y,0,0,0,0,0,0,0,0,0,0,The Dæmons,0,,
8,302,4,25,1971-06-12,0,0,y,0,0,0,0,0,0,0,0,0,0,The Dæmons,0,,
8,303,5,25,1971-06-19,0,0,y,0,0,0,0,0,0,0,0,0,0,The Dæmons,0,,
9,304,1,25,1972-01-01,0,0,y,0,0,0,0,0,0,0,0,0,0,Day of the Daleks,Day of the Daleks,,
9,305,2,25,1972-01-08,0,0,y,0,0,0,0,0,0,0,0,0,0,Day of the Daleks,0,,
9,306,3,25,1972-01-15,0,0,y,0,0,0,0,0,0,0,0,0,0,Day of the Daleks,0,,
9,307,4,25,1972-01-22,0,0,y,0,0,0,0,0,0,0,0,0,0,Day of the Daleks,0,,
9,308,1,25,1972-01-29,0,0,y,0,0,0,0,0,0,0,0,0,0,The Curse of Peladon,The Curse of Peladon,,
9,309,2,25,1972-02-05,0,0,y,0,0,0,0,0,0,0,0,0,0,The Curse of Peladon,0,,
9,310,3,25,1972-02-12,0,0,y,0,0,0,0,0,0,0,0,0,0,The Curse of Peladon,0,,
9,311,4,25,1972-02-19,0,0,y,0,0,0,0,0,0,0,0,0,0,The Curse of Peladon,0,,
9,312,1,25,1972-02-26,0,0,y,0,0,0,0,0,0,0,0,0,0,The Sea Devils,The Sea Devils,,
9,313,2,25,1972-03-04,0,0,y,0,0,0,0,0,0,0,0,0,0,The Sea Devils,0,,
9,314,3,25,1972-03-11,0,0,y,0,0,0,0,0,0,0,0,0,0,The Sea Devils,0,,
9,315,4,25,1972-03-18,0,0,y,0,0,0,0,0,0,0,0,0,0,The Sea Devils,0,,
9,316,5,25,1972-03-25,0,0,y,0,0,0,0,0,0,0,0,0,0,The Sea Devils,0,,
9,317,6,25,1972-04-01,0,0,y,0,0,0,0,0,0,0,0,0,0,The Sea Devils,0,,
9,318,1,25,1972-04-08,0,0,y,0,0,0,0,0,0,0,0,0,0,The Mutants,The Mutants,,
9,319,2,25,1972-04-15,0,0,y,0,0,0,0,0,0,0,0,0,0,The Mutants,0,,
9,320,3,25,1972-04-22,0,0,y,0,0,0,0,0,0,0,0,0,0,The Mutants,0,,
9,321,4,25,1972-04-29,0,0,y,0,0,0,0,0,0,0,0,0,0,The Mutants,0,,
9,322,5,25,1972-05-06,0,0,y,0,0,0,0,0,0,0,0,0,0,The Mutants,0,,
9,323,6,25,1972-05-13,0,0,y,0,0,0,0,0,0,0,0,0,0,The Mutants,0,,
9,324,1,25,1972-05-20,0,0,y,0,0,0,0,0,0,0,0,0,0,The Time Monster,The Time Monster,,
9,325,2,25,1972-05-27,0,0,y,0,0,0,0,0,0,0,0,0,0,The Time Monster,0,,
9,326,3,25,1972-06-03,0,0,y,0,0,0,0,0,0,0,0,0,0,The Time Monster,0,,
9,327,4,25,1972-06-10,0,0,y,0,0,0,0,0,0,0,0,0,0,The Time Monster,0,,
9,328,5,25,1972-06-17,0,0,y,0,0,0,0,0,0,0,0,0,0,The Time Monster,0,,
9,329,6,25,1972-06-24,0,0,y,0,0,0,0,0,0,0,0,0,0,The Time Monster,0,,
10,330,1,25,1972-12-30,y,y,y,0,0,0,0,0,0,0,0,0,0,The Three Doctors,The Three Doctors,,
10,331,2,25,1973-01-06,y,y,y,0,0,0,0,0,0,0,0,0,0,The Three Doctors,0,,
10,332,3,25,1973-01-13,y,y,y,0,0,0,0,0,0,0,0,0,0,The Three Doctors,0,,
10,333,4,25,1973-01-20,y,y,y,0,0,0,0,0,0,0,0,0,0,The Three Doctors,0,,
10,334,1,25,1973-01-27,0,0,y,0,0,0,0,0,0,0,0,0,0,Carnival of Monsters,Carnival of Monsters,,
10,335,2,25,1973-02-03,0,0,y,0,0,0,0,0,0,0,0,0,0,Carnival of Monsters,0,,
10,336,3,25,1973-02-10,0,0,y,0,0,0,0,0,0,0,0,0,0,Carnival of Monsters,0,,
10,337,4,25,1973-02-17,0,0,y,0,0,0,0,0,0,0,0,0,0,Carnival of Monsters,0,,
10,338,1,25,1973-02-24,0,0,y,0,0,0,0,0,0,0,0,0,0,Frontier in Space,Frontier in Space,,
10,339,2,25,1973-03-03,0,0,y,0,0,0,0,0,0,0,0,0,0,Frontier in Space,0,,
10,340,3,25,1973-03-10,0,0,y,0,0,0,0,0,0,0,0,0,0,Frontier in Space,0,,
10,341,4,25,1973-03-17,0,0,y,0,0,0,0,0,0,0,0,0,0,Frontier in Space,0,,
10,342,5,25,1973-03-24,0,0,y,0,0,0,0,0,0,0,0,0,0,Frontier in Space,0,,
10,343,6,25,1973-03-31,0,0,y,0,0,0,0,0,0,0,0,0,0,Frontier in Space,0,,
10,344,1,25,1973-04-07,0,0,y,0,0,0,0,0,0,0,0,0,0,Planet of the Daleks,Planet of the Daleks,,
10,345,2,25,1973-04-14,0,0,y,0,0,0,0,0,0,0,0,0,0,Planet of the Daleks,0,,
10,346,3,25,1973-04-21,0,0,y,0,0,0,0,0,0,0,0,0,0,Planet of the Daleks,0,,
10,347,4,25,1973-04-28,0,0,y,0,0,0,0,0,0,0,0,0,0,Planet of the Daleks,0,,
10,348,5,25,1973-05-05,0,0,y,0,0,0,0,0,0,0,0,0,0,Planet of the Daleks,0,,
10,349,6,25,1973-05-12,0,0,y,0,0,0,0,0,0,0,0,0,0,Planet of the Daleks,0,,
10,350,1,25,1973-05-19,0,0,y,0,0,0,0,0,0,0,0,0,0,The Green Death,The Green Death,,
10,351,2,25,1973-05-26,0,0,y,0,0,0,0,0,0,0,0,0,0,The Green Death,0,,
10,352,3,25,1973-06-02,0,0,y,0,0,0,0,0,0,0,0,0,0,The Green Death,0,,
10,353,4,25,1973-06-09,0,0,y,0,0,0,0,0,0,0,0,0,0,The Green Death,0,,
10,354,5,25,1973-06-16,0,0,y,0,0,0,0,0,0,0,0,0,0,The Green Death,0,,
10,355,6,25,1973-06-23,0,0,y,0,0,0,0,0,0,0,0,0,0,The Green Death,0,,
11,356,1,25,1973-12-15,0,0,y,0,0,0,0,0,0,0,0,0,0,The Time Warrior,The Time Warrior,,
11,357,2,25,1973-12-22,0,0,y,0,0,0,0,0,0,0,0,0,0,The Time Warrior,0,,
11,358,3,25,1973-12-29,0,0,y,0,0,0,0,0,0,0,0,0,0,The Time Warrior,0,,
11,359,4,25,1974-01-05,0,0,y,0,0,0,0,0,0,0,0,0,0,The Time Warrior,0,,
11,360,1,25,1974-01-12,0,0,y,0,0,0,0,0,0,0,0,0,0,Invasion of The Dinosaurs,Invasion of The Dinosaurs,,
11,361,2,25,1974-01-19,0,0,y,0,0,0,0,0,0,0,0,0,0,Invasion of The Dinosaurs,0,,
11,362,3,25,1974-01-26,0,0,y,0,0,0,0,0,0,0,0,0,0,Invasion of The Dinosaurs,0,,
11,363,4,25,1974-02-02,0,0,y,0,0,0,0,0,0,0,0,0,0,Invasion of The Dinosaurs,0,,
11,364,5,25,1974-02-09,0,0,y,0,0,0,0,0,0,0,0,0,0,Invasion of The Dinosaurs,0,,
11,365,6,25,1974-02-16,0,0,y,0,0,0,0,0,0,0,0,0,0,Invasion of The Dinosaurs,0,,
11,366,1,25,1974-02-23,0,0,y,0,0,0,0,0,0,0,0,0,0,Death to the Daleks,Death to the Daleks,,
11,367,2,25,1974-03-02,0,0,y,0,0,0,0,0,0,0,0,0,0,Death to the Daleks,0,,
11,368,3,25,1974-03-09,0,0,y,0,0,0,0,0,0,0,0,0,0,Death to the Daleks,0,,
11,369,4,25,1974-03-16,0,0,y,0,0,0,0,0,0,0,0,0,0,Death to the Daleks,0,,
11,370,1,25,1974-03-23,0,0,y,0,0,0,0,0,0,0,0,0,0,The Monster of Peladon,The Monster of Peladon,,
11,371,2,25,1974-03-30,0,0,y,0,0,0,0,0,0,0,0,0,0,The Monster of Peladon,0,,
11,372,3,25,1974-04-06,0,0,y,0,0,0,0,0,0,0,0,0,0,The Monster of Peladon,0,,
11,373,4,25,1974-04-13,0,0,y,0,0,0,0,0,0,0,0,0,0,The Monster of Peladon,0,,
11,374,5,25,1974-04-20,0,0,y,0,0,0,0,0,0,0,0,0,0,The Monster of Peladon,0,,
11,375,6,25,1974-04-27,0,0,y,0,0,0,0,0,0,0,0,0,0,The Monster of Peladon,0,,
11,376,1,25,1974-05-04,0,0,y,0,0,0,0,0,0,0,0,0,0,Planet of the Spiders,Planet of the Spiders,,
11,377,2,25,1974-05-11,0,0,y,0,0,0,0,0,0,0,0,0,0,Planet of the Spiders,0,,
11,378,3,25,1974-05-18,0,0,y,0,0,0,0,0,0,0,0,0,0,Planet of the Spiders,0,,
11,379,4,25,1974-05-25,0,0,y,0,0,0,0,0,0,0,0,0,0,Planet of the Spiders,0,,
11,380,5,25,1974-06-01,0,0,y,0,0,0,0,0,0,0,0,0,0,Planet of the Spiders,0,,
11,381,6,25,1974-06-08,0,0,y,y,0,0,0,0,0,0,0,0,0,Planet of the Spiders,0,,
12,382,1,25,1974-12-28,0,0,0,y,0,0,0,0,0,0,0,0,0,Robot,Robot,,
12,383,2,25,1975-01-04,0,0,0,y,0,0,0,0,0,0,0,0,0,Robot,0,,
12,384,3,25,1975-01-11,0,0,0,y,0,0,0,0,0,0,0,0,0,Robot,0,,
12,385,4,25,1975-01-18,0,0,0,y,0,0,0,0,0,0,0,0,0,Robot,0,,
12,386,1,25,1975-01-25,0,0,0,y,0,0,0,0,0,0,0,0,0,The Ark in Space,The Ark in Space,,
12,387,2,25,1975-02-01,0,0,0,y,0,0,0,0,0,0,0,0,0,The Ark in Space,0,,
12,388,3,25,1975-02-08,0,0,0,y,0,0,0,0,0,0,0,0,0,The Ark in Space,0,,
12,389,4,25,1975-02-15,0,0,0,y,0,0,0,0,0,0,0,0,0,The Ark in Space,0,,
12,390,1,25,1975-02-22,0,0,0,y,0,0,0,0,0,0,0,0,0,The Sontaran Experiment,The Sontaran Experiment,,
12,391,2,25,1975-03-01,0,0,0,y,0,0,0,0,0,0,0,0,0,The Sontaran Experiment,0,,
12,392,1,25,1975-03-08,0,0,0,y,0,0,0,0,0,0,0,0,0,Genesis of the Daleks,Genesis of the Daleks,,
12,393,2,25,1975-03-15,0,0,0,y,0,0,0,0,0,0,0,0,0,Genesis of the Daleks,0,,
12,394,3,25,1975-03-22,0,0,0,y,0,0,0,0,0,0,0,0,0,Genesis of the Daleks,0,,
12,395,4,25,1975-03-29,0,0,0,y,0,0,0,0,0,0,0,0,0,Genesis of the Daleks,0,,
12,396,5,25,1975-04-05,0,0,0,y,0,0,0,0,0,0,0,0,0,Genesis of the Daleks,0,,
12,397,6,25,1975-04-12,0,0,0,y,0,0,0,0,0,0,0,0,0,Genesis of the Daleks,0,,
12,398,1,25,1975-04-19,0,0,0,y,0,0,0,0,0,0,0,0,0,Revenge of the Cybermen,Revenge of the Cybermen,,
12,399,2,25,1975-04-26,0,0,0,y,0,0,0,0,0,0,0,0,0,Revenge of the Cybermen,0,,
12,400,3,25,1975-05-03,0,0,0,y,0,0,0,0,0,0,0,0,0,Revenge of the Cybermen,0,,
12,401,4,25,1975-05-10,0,0,0,y,0,0,0,0,0,0,0,0,0,Revenge of the Cybermen,0,,
13,402,1,25,1975-08-30,0,0,0,y,0,0,0,0,0,0,0,0,0,Terror of the Zygons,Terror of the Zygons,,
13,403,2,25,1975-09-06,0,0,0,y,0,0,0,0,0,0,0,0,0,Terror of the Zygons,0,,
13,404,3,25,1975-09-13,0,0,0,y,0,0,0,0,0,0,0,0,0,Terror of the Zygons,0,,
13,405,4,25,1975-09-20,0,0,0,y,0,0,0,0,0,0,0,0,0,Terror of the Zygons,0,,
13,406,1,25,1975-09-27,0,0,0,y,0,0,0,0,0,0,0,0,0,Planet of Evil,Planet of Evil,,
13,407,2,25,1975-10-04,0,0,0,y,0,0,0,0,0,0,0,0,0,Planet of Evil,0,,
13,408,3,25,1975-10-11,0,0,0,y,0,0,0,0,0,0,0,0,0,Planet of Evil,0,,
13,409,4,25,1975-10-18,0,0,0,y,0,0,0,0,0,0,0,0,0,Planet of Evil,0,,
13,410,1,25,1975-10-25,0,0,0,y,0,0,0,0,0,0,0,0,0,Pyramids of Mars,Pyramids of Mars,,
13,411,2,25,1975-11-01,0,0,0,y,0,0,0,0,0,0,0,0,0,Pyramids of Mars,0,,
13,412,3,25,1975-11-08,0,0,0,y,0,0,0,0,0,0,0,0,0,Pyramids of Mars,0,,
13,413,4,25,1975-11-15,0,0,0,y,0,0,0,0,0,0,0,0,0,Pyramids of Mars,0,,
13,414,1,25,1975-11-22,0,0,0,y,0,0,0,0,0,0,0,0,0,The Android Invasion,The Android Invasion,,
13,415,2,25,1975-11-29,0,0,0,y,0,0,0,0,0,0,0,0,0,The Android Invasion,0,,
13,416,3,25,1975-12-06,0,0,0,y,0,0,0,0,0,0,0,0,0,The Android Invasion,0,,
13,417,4,25,1975-12-13,0,0,0,y,0,0,0,0,0,0,0,0,0,The Android Invasion,0,,
13,418,1,25,1975-12-20,0,0,0,y,0,0,0,0,0,0,0,0,0,The Brain of Morbius,The Brain of Morbius,,
13,419,2,25,1975-12-27,0,0,0,y,0,0,0,0,0,0,0,0,0,The Brain of Morbius,0,,
13,420,3,25,1976-01-03,0,0,0,y,0,0,0,0,0,0,0,0,0,The Brain of Morbius,0,,
13,421,4,25,1976-01-10,0,0,0,y,0,0,0,0,0,0,0,0,0,The Brain of Morbius,0,,
13,422,1,25,1976-01-17,0,0,0,y,0,0,0,0,0,0,0,0,0,The Seeds of Doom,The Seeds of Doom,,
13,423,2,25,1976-01-24,0,0,0,y,0,0,0,0,0,0,0,0,0,The Seeds of Doom,0,,
13,424,3,25,1976-01-31,0,0,0,y,0,0,0,0,0,0,0,0,0,The Seeds of Doom,0,,
13,425,4,25,1976-02-07,0,0,0,y,0,0,0,0,0,0,0,0,0,The Seeds of Doom,0,,
13,426,5,25,1976-02-14,0,0,0,y,0,0,0,0,0,0,0,0,0,The Seeds of Doom,0,,
13,427,6,25,1976-02-21,0,0,0,y,0,0,0,0,0,0,0,0,0,The Seeds of Doom,0,,
14,428,1,25,1976-09-04,0,0,0,y,0,0,0,0,0,0,0,0,0,The Masque of Mandragora,The Masque of Mandragora,,
14,429,2,25,1976-09-11,0,0,0,y,0,0,0,0,0,0,0,0,0,The Masque of Mandragora,0,,
14,430,3,25,1976-09-18,0,0,0,y,0,0,0,0,0,0,0,0,0,The Masque of Mandragora,0,,
14,431,4,25,1976-09-25,0,0,0,y,0,0,0,0,0,0,0,0,0,The Masque of Mandragora,0,,
14,432,1,25,1976-10-02,0,0,0,y,0,0,0,0,0,0,0,0,0,The Hand of Fear,The Hand of Fear,,
14,433,2,25,1976-10-09,0,0,0,y,0,0,0,0,0,0,0,0,0,The Hand of Fear,0,,
14,434,3,25,1976-10-16,0,0,0,y,0,0,0,0,0,0,0,0,0,The Hand of Fear,0,,
14,435,4,25,1976-10-23,0,0,0,y,0,0,0,0,0,0,0,0,0,The Hand of Fear,0,,
14,436,1,25,1976-10-30,0,0,0,y,0,0,0,0,0,0,0,0,0,The Deadly Assassin,The Deadly Assassin,,
14,437,2,25,1976-11-06,0,0,0,y,0,0,0,0,0,0,0,0,0,The Deadly Assassin,0,,
14,438,3,25,1976-11-13,0,0,0,y,0,0,0,0,0,0,0,0,0,The Deadly Assassin,0,,
14,439,4,25,1976-11-20,0,0,0,y,0,0,0,0,0,0,0,0,0,The Deadly Assassin,0,,
14,440,1,25,1977-01-01,0,0,0,y,0,0,0,0,0,0,0,0,0,The Face of Evil,The Face of Evil,,
14,441,2,25,1977-01-08,0,0,0,y,0,0,0,0,0,0,0,0,0,The Face of Evil,0,,
14,442,3,25,1977-01-15,0,0,0,y,0,0,0,0,0,0,0,0,0,The Face of Evil,0,,
14,443,4,25,1977-01-22,0,0,0,y,0,0,0,0,0,0,0,0,0,The Face of Evil,0,,
14,444,1,25,1977-01-29,0,0,0,y,0,0,0,0,0,0,0,0,0,The Robots of Death,The Robots of Death,,
14,445,2,25,1977-02-05,0,0,0,y,0,0,0,0,0,0,0,0,0,The Robots of Death,0,,
14,446,3,25,1977-02-12,0,0,0,y,0,0,0,0,0,0,0,0,0,The Robots of Death,0,,
14,447,4,25,1977-02-19,0,0,0,y,0,0,0,0,0,0,0,0,0,The Robots of Death,0,,
14,448,1,25,1977-02-26,0,0,0,y,0,0,0,0,0,0,0,0,0,The Talons of Weng-Chiang,The Talons of Weng-Chiang,,
14,449,2,25,1977-03-05,0,0,0,y,0,0,0,0,0,0,0,0,0,The Talons of Weng-Chiang,0,,
14,450,3,25,1977-03-12,0,0,0,y,0,0,0,0,0,0,0,0,0,The Talons of Weng-Chiang,0,,
14,451,4,25,1977-03-19,0,0,0,y,0,0,0,0,0,0,0,0,0,The Talons of Weng-Chiang,0,,
14,452,5,25,1977-03-26,0,0,0,y,0,0,0,0,0,0,0,0,0,The Talons of Weng-Chiang,0,,
14,453,6,25,1977-04-02,0,0,0,y,0,0,0,0,0,0,0,0,0,The Talons of Weng-Chiang,0,,
15,454,1,25,1977-09-03,0,0,0,y,0,0,0,0,0,0,0,0,0,Horror of Fang Rock,Horror of Fang Rock,,
15,455,2,25,1977-09-10,0,0,0,y,0,0,0,0,0,0,0,0,0,Horror of Fang Rock,0,,
15,456,3,25,1977-09-17,0,0,0,y,0,0,0,0,0,0,0,0,0,Horror of Fang Rock,0,,
15,457,4,25,1977-09-24,0,0,0,y,0,0,0,0,0,0,0,0,0,Horror of Fang Rock,0,,
15,458,1,25,1977-10-01,0,0,0,y,0,0,0,0,0,0,0,0,0,The Invisible Enemy,The Invisible Enemy,,
15,459,2,25,1977-10-08,0,0,0,y,0,0,0,0,0,0,0,0,0,The Invisible Enemy,0,,
15,460,3,25,1977-10-15,0,0,0,y,0,0,0,0,0,0,0,0,0,The Invisible Enemy,0,,
15,461,4,25,1977-10-22,0,0,0,y,0,0,0,0,0,0,0,0,0,The Invisible Enemy,0,,
15,462,1,25,1977-10-29,0,0,0,y,0,0,0,0,0,0,0,0,0,Image of the Fendahl,Image of the Fendahl,,
15,463,2,25,1977-11-05,0,0,0,y,0,0,0,0,0,0,0,0,0,Image of the Fendahl,0,,
15,464,3,25,1977-11-12,0,0,0,y,0,0,0,0,0,0,0,0,0,Image of the Fendahl,0,,
15,465,4,25,1977-11-19,0,0,0,y,0,0,0,0,0,0,0,0,0,Image of the Fendahl,0,,
15,466,1,25,1977-11-26,0,0,0,y,0,0,0,0,0,0,0,0,0,The Sun Makers,The Sun Makers,,
15,467,2,25,1977-12-03,0,0,0,y,0,0,0,0,0,0,0,0,0,The Sun Makers,0,,
15,468,3,25,1977-12-10,0,0,0,y,0,0,0,0,0,0,0,0,0,The Sun Makers,0,,
15,469,4,25,1977-12-17,0,0,0,y,0,0,0,0,0,0,0,0,0,The Sun Makers,0,,
15,470,1,25,1978-01-07,0,0,0,y,0,0,0,0,0,0,0,0,0,Underworld,Underworld,,
15,471,2,25,1978-01-14,0,0,0,y,0,0,0,0,0,0,0,0,0,Underworld,0,,
15,472,3,25,1978-01-21,0,0,0,y,0,0,0,0,0,0,0,0,0,Underworld,0,,
15,473,4,25,1978-01-28,0,0,0,y,0,0,0,0,0,0,0,0,0,Underworld,0,,
15,474,1,25,1978-02-04,0,0,0,y,0,0,0,0,0,0,0,0,0,The Invasion of Time,The Invasion of Time,,
15,475,2,25,1978-02-11,0,0,0,y,0,0,0,0,0,0,0,0,0,The Invasion of Time,0,,
15,476,3,25,1978-02-18,0,0,0,y,0,0,0,0,0,0,0,0,0,The Invasion of Time,0,,
15,477,4,25,1978-02-25,0,0,0,y,0,0,0,0,0,0,0,0,0,The Invasion of Time,0,,
15,478,5,25,1978-03-04,0,0,0,y,0,0,0,0,0,0,0,0,0,The Invasion of Time,0,,
15,479,6,25,1978-03-11,0,0,0,y,0,0,0,0,0,0,0,0,0,The Invasion of Time,0,,
16,480,1,25,1978-09-02,0,0,0,y,0,0,0,0,0,0,0,0,0,The Ribos Operation,The Ribos Operation,,
16,481,2,25,1978-09-09,0,0,0,y,0,0,0,0,0,0,0,0,0,The Ribos Operation,0,,
16,482,3,25,1978-09-16,0,0,0,y,0,0,0,0,0,0,0,0,0,The Ribos Operation,0,,
16,483,4,25,1978-09-23,0,0,0,y,0,0,0,0,0,0,0,0,0,The Ribos Operation,0,,
16,484,1,25,1978-09-30,0,0,0,y,0,0,0,0,0,0,0,0,0,The Pirate Planet,The Pirate Planet,,
16,485,2,25,1978-10-07,0,0,0,y,0,0,0,0,0,0,0,0,0,The Pirate Planet,0,,
16,486,3,25,1978-10-14,0,0,0,y,0,0,0,0,0,0,0,0,0,The Pirate Planet,0,,
16,487,4,25,1978-10-21,0,0,0,y,0,0,0,0,0,0,0,0,0,The Pirate Planet,0,,
16,488,1,25,1978-10-28,0,0,0,y,0,0,0,0,0,0,0,0,0,The Stones of Blood,The Stones of Blood,,
16,489,2,25,1978-11-04,0,0,0,y,0,0,0,0,0,0,0,0,0,The Stones of Blood,0,,
16,490,3,25,1978-11-11,0,0,0,y,0,0,0,0,0,0,0,0,0,The Stones of Blood,0,,
16,491,4,25,1978-11-18,0,0,0,y,0,0,0,0,0,0,0,0,0,The Stones of Blood,0,,
16,492,1,25,1978-11-25,0,0,0,y,0,0,0,0,0,0,0,0,0,The Androids of Tara,The Androids of Tara,,
16,493,2,25,1978-12-02,0,0,0,y,0,0,0,0,0,0,0,0,0,The Androids of Tara,0,,
16,494,3,25,1978-12-09,0,0,0,y,0,0,0,0,0,0,0,0,0,The Androids of Tara,0,,
16,495,4,25,1978-12-16,0,0,0,y,0,0,0,0,0,0,0,0,0,The Androids of Tara,0,,
16,496,1,25,1978-12-23,0,0,0,y,0,0,0,0,0,0,0,0,0,The Power of Kroll,The Power of Kroll,,
16,497,2,25,1978-12-30,0,0,0,y,0,0,0,0,0,0,0,0,0,The Power of Kroll,0,,
